source	title	description	url	publishedAt	content
Deadline	AFI Awards Film Top 10: ‘Barbie’, ‘Oppenheimer’, ‘Maestro’, ‘Killers Of The Flower Moon’ Among Org’s Best Of 2023	The list of the 10 films chosen for the prestigious AFI Awards is out, and it is good news for Barbenheimer. Both summer blockbusters Barbie and Oppenheimer are among the elite group chosen for the 2023 list by the specially selected AFI jury of critics, film…	https://deadline.com/2023/12/afi-awards-2023-film-top-10-list-1235656990/	2023-12-07T19:03:55Z	"The list of the 10 films chosen for the prestigious AFI Awards is out, and it is good news for Barbenheimer.
Both summer blockbusters Barbieand Oppenheimerare among the elite group chosen for the 20… [+2015 chars]"
NPR	Broadway costuming legend accused of sexual assault in civil suit	William Ivey Long, a six-time Tony Award winner and past chairman of the American Theatre Wing, is one of the defendants in a lawsuit filed Wednesday by Court Watson, a set and costume designer.	https://www.npr.org/2023/11/22/1214683384/broadway-costuming-legend-accused-of-sexual-assault-in-civil-suit	2023-11-22T19:02:08Z	"Costume designer William Ivey Long in New York City in 2016. Long is currently facing a civil lawsuit accusing him of sexual assault.
Theo Wargo/Getty Images
In Nov. 2021, NPR reported on allegatio… [+5097 chars]"
/FILM	The Marvels Star Iman Vellani Made An Adorable 'Mortal Enemy' On Set [Exclusive]	Iman Vellani plays the superhero Ms. Marvel in The Marvels, but her real arch-nemesis is one of her adorable co-stars.	https://www.slashfilm.com/1447093/the-marvels-star-iman-vellani-adorable-mortal-enemy-exclusive/	2023-11-15T22:00:00Z	But, first, yes, those were real kittens on set, and, yes, they were indeed distracting to their bipedal counterparts. Vellani even recalled that actor Mohan Kapur, who plays Kamala's dad, Yusuf, was… [+1437 chars]
Business Insider	A radio station announced Taylor Swift as a surprise guest at a concert. Fans were livid when an impersonator came out.	Swifties at Detroit's Jingle Ball concert were upset after Taylor Swift was teased as a surprise guest, but 'Trailor Swift' came out instead.	https://www.businessinsider.com/radio-station-teased-taylor-swift-concert-guest-impersonator-came-out-2023-12	2023-12-07T11:40:50Z	"Taylor Swift performs onstage during ""Taylor Swift | The Eras Tour"" at Allianz Parque on November 24, 2023, in Sao Paulo, Brazil.Buda Mendes/TAS23/Getty Images
<ul><li>A radio station teased a conce… [+2724 chars]"
IndieWire	Brendan Fraser Lands First Major Post-Oscar Role with ‘Beef’ Director Hikari’s ‘Rental Family’	"Searchlight Pictures will start principal photography this spring in Japan on what is Fraser's first role since winning the Best Actor Oscar for ""The Whale."""	https://www.indiewire.com/news/breaking-news/brendan-fraser-rental-family-beef-director-hikari-searchlight-1234928537/	2023-11-21T17:29:17Z	After saying that he’d be very picky about his next role after winning an Oscar, Brendan Fraser has found it. He will star in “Rental Family” for Searchlight Pictures and from filmmaker Hikari, best … [+1610 chars]
Vanity Fair	'Killers of the Flower Moon' Named Best Film by National Board of Review	Lily Gladstone and Martin Scorsese also picked up honors, and will be feted on Jan. 11 in New York	https://www.vanityfair.com/hollywood/killers-of-the-flower-moon-named-best-film-by-national-board-of-review-awards-insider	2023-12-06T19:30:58Z	"Its a good day for Killers of the Flower Moon, which picked up three wins from the National Board of Review, including the top prize of best film.
Martin Scorsese also won for best director, while L… [+2823 chars]"
The A.V. Club	Lily Gladstone shares her own message of support for Killers Of The Flower Moon audiences	One of the most fascinating things about the public reception to Martin Scorsese’s latest, Killers Of The Flower Moon, has been the ways the people involved in making it—most notably, the Native people who Scorsese cast, consulted with, and otherwise worked w…	https://www.avclub.com/lily-gladstone-killers-of-the-flower-moon-message-1851013023	2023-11-10T22:19:00Z	One of the most fascinating things about the public reception to Martin Scorseses latest, Killers Of The Flower Moon, has been the ways the people involved in making itmost notably, the Native people… [+4351 chars]
IndieWire	Marvel Taught Us That Movies Need to Be Events, but the MCU No Longer Qualifies	"""The Marvels"" is a disaster while ""Priscilla"" and ""The Holdovers"" both stay strong. ""Dream Scenario"" and ""Tiger 3"" thrive in platform release."	https://www.indiewire.com/news/box-office/the-marvels-movies-need-to-be-events-mcu-no-longer-qualifies-1234925594/	2023-11-12T19:00:00Z	Box-office highlights of 2023 include the breakout successes of “Barbie” and “Oppenheimer” and disruptor titles like “Sound of Freedom” and “Taylor Swift: The Eras Tour.” We’ve also seen the weakness… [+7827 chars]
Japan Today	'Killers of the Flower Moon' named best film of 2023 by New York film critics	Martin Scorsese's “Killers of the Flower Moon” has been named the best film of the year by the New York Film Critics Circle.  It's the third time that Scorsese has been given the best film award from his hometown's critics, who named 1990's “GoodFellas” their…	https://japantoday.com/category/entertainment/%27killers-of-the-flower-moon%27-named-best-film-of-2023-by-new-york-film-critics	2023-11-30T21:42:31Z	"Martin Scorsese's Killers of the Flower Moon has been named the best film of the year by the New York Film Critics Circle. 
It's the third time that Scorsese has been given the best film award from … [+1674 chars]"
Deadline	‘Killers Of The Flower Moon’ Costume Team On Committing To Authentic Depiction Of Osage Nation – Contenders Film L.A.	“The day of using Gunsmoke and Bonanza portraying us is over. We have a voice, and we use it,” said Julia O’Keefe, the Osage Nation costume consultant for Apple Original Films’ Killers of the Flower Moon. During the panel for the Martin Scorsese-directed movi…	https://deadline.com/2023/11/killers-of-the-flower-moon-costume-designers-authenticity-osage-nation-1235618763/	2023-11-19T02:27:40Z	“The day of using Gunsmoke and Bonanza portraying us is over. We have a voice, and we use it,” said Julia O’Keefe, the Osage Nation costume consultant for Apple Original Films‘ Killers of the Flower … [+1977 chars]
IndieWire	‘The Marvels’ Will Become the First MCU Title to Fall Short of $100 Million Domestic	"In happier box-office news, ""The Hunger Games: Ballad of Songbirds and Snakes"" opened well while ""Saltburn"" and ""Fallen Leaves"" had strong limited debuts."	https://www.indiewire.com/news/box-office/the-marvels-first-mcu-title-fall-short-100-million-1234927842/	2023-11-19T19:05:09Z	Franchise entries “Hunger Games: The Ballad of Songbirds and Snakes” (Lionsgate) and “Trolls Band Together” (Universal) opened to respectable levels, if below their precedents, to take #1 and #2 in t… [+7211 chars]
IndieWire	AFI Names 10 Best Films and TV Series of 2023: ‘Barbie,’ ‘Past Lives,’ ‘Oppenheimer,’ ‘Succession,’ ‘Beef,’ and More	The American Film Institute has announced its annual AFI Awards, including the best film and TV of the year.	https://www.indiewire.com/awards/results/2023-afi-top-10-films-tv-shows-list-1234932652/	2023-12-07T19:00:00Z	The American Film Institute (AFI) has announced its annual list of best films and TV for the past year. The 2023 honorees include summer smash hits “Barbie” and “Oppenheimer”; plus streamer-backed fa… [+3516 chars]
Fast Company	Mark Zuckerberg donated $500 million to Harvard for AI. Then a disinformation research project was shut down, a whistleblower alleges	"A prominent scholar who left Harvard University in August has accused the school of muzzling — then dismantling — her disinformation research team

A prominent disinformation scholar who left Harvard University in August has accused the school of muzzling her…"	https://www.fastcompany.com/90992706/mark-zuckerberg-donated-500-million-to-harvard-for-ai-then-a-disinformation-research-project-was-shut-down-a-whistleblower-alleges	2023-12-05T02:00:00Z	A prominent disinformation scholar who left Harvard University in August has accused the school of muzzling her speech and stifling—then dismantling—her research team as it launched a deep dive in la… [+4993 chars]
Deadline	‘Renaissance: A Film By Beyoncé’ Brightens Up Thursday With $5M Previews; 99% Positive Audience Exits – Box Office	AMC Entertainment’s second concert film theatrical release, Renaissance: A Film by Beyonce, fired up last night with $5M previews from showtimes that began at 7PM. While that figure is higher than the Thursday night previews for AMC’s Taylor Swift: The Eras T…	https://deadline.com/2023/12/box-office-renaissance-a-film-by-beyonce-godzilla-minus-one-hunger-games-1235647651/	2023-12-01T15:51:05Z	AMC Entertainment’s second concert film theatrical release, Renaissance: A Film by Beyonce, fired up last night with $5M previews from showtimes that began at 7PM. While that figure is higher than th… [+1339 chars]
Deadline	Taylor Swift Returns The Favor, Shows Up For The Premiere Of Beyoncé’s ‘Renaissance’	About six weeks after Beyoncé made a surprise appearance at the world premiere of Taylor Swift: The Eras Tour, Swift returned the favor, showing up tonight at the London premiere of Renaissance: A Film By Beyoncé. Swift was even on point with the color scheme…	https://deadline.com/2023/11/taylor-swift-premiere-beyonce-renaissance-1235646564/	2023-12-01T00:22:34Z	About six weeks after Beyoncé made a surprise appearance at the world premiere of Taylor Swift: The Eras Tour, Swift returned the favor, showing up tonight at the London premiere of Renaissance: A Fi… [+661 chars]
BBC News	The Marvels: Superhero movie bombs with lowest MCU box office debut	"""This opening is an unprecedented Marvel box office collapse,"" says box office analyst David A Gross."	https://www.bbc.co.uk/news/entertainment-arts-67401772	2023-11-13T10:11:02Z	"Superhero film The Marvels made just $47m (£38m) in its first weekend, in the US, making it the Marvel Cinematic Universe's lowest opening.
In contrast, Avengers: Endgame made box office history in … [+2795 chars]"
Biztoc.com	Taylor Swift’s ‘Eras Tour’ Will Hit Streaming in December With 3 Bonus Songs	Taylor Swift is celebrating her birthday in a big way. In honor of the event, the music icon announced she will be releasing an extended version of “Taylor Swift: The Eras Tour” for digital rental starting December 13, on Swift’s birthday. This version will i…	https://biztoc.com/x/05dfc91ff94aa0af	2023-11-27T14:54:12Z	Taylor Swift is celebrating her birthday in a big way. In honor of the event, the music icon announced she will be releasing an extended version of Taylor Swift: The Eras Tour for digital rental star… [+294 chars]
Gizmodo.com	The Marvels' Box Office, Deadpool Leaks, and More Top Pop Culture News of the Week	"Image: Marvel Studios, 20th Century Studios, Jeff Spicer/Getty Images for Disney, Universal, BBC, BBC, Bottleneck Gallery, Screenshot: YouTube
It’s been a bit of an up-and-down week for the House of Ideas, as Marvel both pulled out of reporting any further o…"	https://gizmodo.com/top-entertainment-news-deadpool-3-set-leaks-marvels-bo-1851085534	2023-12-09T15:00:00Z	Its been a bit of an up-and-down week for the House of Ideas, as Marvel both pulled out of reporting any further on The Marvels box office performance and Ryan Reynolds bit back against Deadpool 3 se… [+3686 chars]
ComingSoon.net	Rental Family: Brendan Fraser to Lead Searchlight’s Tokyo-Set Drama	According to Deadline, Oscar winner Brendan Fraser has signed on for the leading role in Searchlight Pictures’ upcoming drama titled Rental Family, which hails from Beef director Hikari. This serves as Fraser’s first solo leading movie following his acclaimed…	https://www.comingsoon.net/movies/news/1410223-rental-family-brendan-fraser-searchlight-tokyo-drama	2023-11-21T19:23:02Z	"According to Deadline, Oscar winner Brendan Fraser has signed on for the leading role in Searchlight Pictures upcoming drama titled Rental Family, which hails from Beef director Hikari. 
This serves… [+1018 chars]"
MobileSyrup	New on Prime Video Canada: December 2023	Amazon has revealed the full list of movies and shows hitting its Prime Video streaming service in Canada in December. Highlights include Merry Little Batman, Candy Cane Lane, and Reacher season 2. Read on for the full list: December 1st Candy Cane Lane (Amaz…	https://mobilesyrup.com/2023/11/28/new-on-prime-video-canada-december-2023/	2023-11-28T16:04:46Z	"Amazon has revealed the full list of movies and shows hitting its Prime Video streaming service in Canada in December.
Highlights include Merry Little Batman, Candy Cane Lane, and Reacher season 2.… [+1928 chars]"
Forbes	How To Watch ‘The Eras Tour’ Concert Film At Home	Taylor Swift's 'The Eras Tour' concert movie is finally coming to streaming. How to watch the film at home with sparkly outfits, friendship bracelets and all.	https://www.forbes.com/sites/monicamercuri/2023/11/27/how-to-watch-the-eras-tour-concert-film-at-home/	2023-11-27T16:32:52Z	"BUENOS AIRES, ARGENTINA - NOVEMBER 09: EDITORIAL USE ONLY. NO BOOK COVERS. Taylor Swift performs ... [+] onstage during "" Taylor Swift | The Eras Tour"" at Estadio Más Monumental Antonio Vespucio Libe… [+4555 chars]"
Business Insider	Cameo celebs appear to have been punked by Russian propaganda trolls	"Oh no, Cameo. Elijah Wood, Kate Flannery of ""The Office,"" and Dean Norris of ""Breaking Bad"" apparently made videos for ""Vladimir"" — yes, that one."	https://www.businessinsider.com/cameo-russian-propaganda-george-santos-vladimir-putin-voldymyr-zelenskyy-ukraine-2023-12	2023-12-07T18:30:46Z	"Elijah Wood, Kate Flannery, and Dean Norris all made video messages on Cameo, a report says. Their recipient: ""Vladimir.""Getty Images
The Cameo app — where you can pay various celebrities to send yo… [+2374 chars]"
Vulture	Lily Gladstone Supports Killers of the Flower Moon’s Native Audience	Lily Gladstone shared a message for ‘Killers of the Flower Moon’s native audience. ‘See it when and only if you feel ready, and see it with people you feel safe with,” she tweeted. “You’ll likely have a lot of generational grief to process.”	http://www.vulture.com/2023/11/lily-gladstone-killers-of-the-flower-moon-native-audience.html	2023-11-10T14:41:23Z	When Killers of the Flower Moon stormed into theaters late last month, it sparked a conversation about how best to represent the Indigenous nation at the center of the story. Martin Scorseses intrica… [+1741 chars]
Breitbart News	Disney's 'Wish' Was Expected to Debut at #1 -- but Loses to 'Hunger Games,' 'Napoleon' at Box Office	In a close contest for second place, Ridley Scott's “Napoleon” narrowly outmaneuvered Disney's “Wish” at the box office.	https://www.breitbart.com/entertainment/2023/11/26/disneys-wish-was-expected-to-debut-at-1-but-loses-to-hunger-games-napoleon-at-box-office/	2023-11-26T22:13:30Z	NEW YORK (AP) The Walt Disney Co.s Wish had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as The Hunger Games: The Ballad of Songbirds and Sn… [+5196 chars]
Digital Trends	Here are all the MCU movies and shows you need to watch before The Marvels	Need a crash course on what's happening at Marvel before The Marvels? Then check out these MCU movies and shows so you can be ready for Captain Marvel's sequel.	https://www.digitaltrends.com/movies/here-are-all-the-mcu-movies-and-shows-you-need-to-watch-before-the-marvels/	2023-11-09T20:30:01Z	"Marvel Studios
In case you hadn’t heard, there’s a new Marvel movie out this week. But if you haven’t gotten around to getting tickets for The Marvels yet, don’t worry, there should be plenty of ava… [+4390 chars]"
TMZ	Taylor Swift Mourns After Death of Her Fan at Brazil Concert	"Taylor Swift is grieving over the death of a concertgoer in Brazil ... saying the tragedy has left her devastated with a ""shattered heart."" The pop star took to Instagram and posted a heartfelt letter after her Friday night ""Eras Tour"" show at…"	https://www.tmz.com/2023/11/18/taylor-swift-mourn-fan-dead-dies-eras-tour-brazil-concert/	2023-11-18T13:05:09Z	"Taylor Swift is grieving over the death of a concertgoer in Brazil ... saying the tragedy has left her devastated with a ""shattered heart.""
The pop star took to Instagram and posted a heartfelt lett… [+1060 chars]"
Theonion.com	Martin Scorsese Reveals Next Film Will Be Mukbang Of Leonardo DiCaprio Eating 5-Gallon Bucket Of Mac And Cheese	NEW YORK—Claiming it would be the artistic culmination of his entire filmmaking career, acclaimed director Martin Scorsese confirmed Monday that his next movie would be a feature-length mukbang of actor Leonardo DiCaprio eating a 5-gallon bucket of macaroni a…	https://www.theonion.com/martin-scorsese-reveals-next-film-will-be-mukbang-of-le-1851035939	2023-11-27T11:15:00Z	NEW YORKClaiming it would be the artistic culmination of his entire filmmaking career, acclaimed director Martin Scorsese confirmed Monday that his next movie would be a feature-length mukbang of act… [+1076 chars]
Screen Rant	Taylor Swift: The Eras Tour Nearing Concert Movie Record With New Global Box Office Milestone	Taylor Swift: The Eras Tour is nearing a concert movie record set by Michael Jackson as it crosses a major milestone at the worldwide box office.	https://screenrant.com/taylor-swift-eras-tour-movie-global-box-office-milestone-250-million/	2023-11-27T23:22:13Z	"Summary
<ul><li> Taylor Swift's concert film, The Eras Tour, is on track to break a record set by Michael Jackson, as it has reached the $250 million milestone at the box office. </li><li> With only… [+701 chars]"
TheGrio	‘The Marvels’ melts down at the box office, marking a new low for the MCU	"The superhero factory hit a new low with the weekend launch of “The Marvels,” which opened with just $47 million, […]
The post ‘The Marvels’ melts down at the box office, marking a new low for the MCU appeared first on TheGrio."	http://thegrio.com/2023/11/13/the-marvels-melts-down-at-the-box-office-marking-a-new-low-for-the-mcu/	2023-11-13T12:52:50Z	"The superhero factory hit a new low with the weekend launch of The Marvels, which opened with just $47 million, according to studio estimates Sunday.
NEW YORK (AP) Since 2008s Iron Man, the Marvel m… [+5948 chars]"
The A.V. Club	What's right and what's wrong with Marvel today?	It’s not much of a surprise that The Marvels didn’t fare so well at the domestic box office in its first weekend. Sure, it came in at No. 1 with $47 million, but that’s the lowest opening of any film in the Marvel Cinematic Universe. Factor in the $41.4 milli…	https://www.avclub.com/state-of-the-mcu-roundtable-marvel-cinematic-universe-1851018131	2023-11-14T14:00:00Z	Its not much of a surprise that The Marvels didnt fare so well at the domestic box office in its first weekend. Sure, it came in at No. 1 with $47 million, but thats the lowest opening of any film in… [+11537 chars]
Blog.youtube	YouTube Dream Track AI Music Experiment (clones pop stars voices)	Today we’re sharing a sneak peek at our first set of AI-related music experiments - Dream Track for Shorts and Music AI tools – built in collaboration with Google DeepMind.	https://blog.youtube/inside-youtube/ai-and-music-experiment/	2023-11-17T02:38:04Z	With that in mind, today were sharing an early look at some of the AI music experiments weve been developing together with Google DeepMind. While initially only available to a small group of artists … [+1051 chars]
Screen Rant	10 Longest Martin Scorsese Movies (Including Killers Of The Flower Moon)	Along with his talent, Martin Scorsese is known for his epic narratives that run past the standard 90 minutes. But which of his films are the longest?	https://screenrant.com/martin-scorsese-movies-longest-runtimes/	2023-11-11T22:30:15Z	"Summary
<ul><li> Martin Scorsese's ability to make longer films comes from years of success and a strong reputation, allowing him the creative freedom to explore bigger narratives. </li><li> Scorses… [+8731 chars]"
Forbes	Taylor Swift’s Concert Film Hits $250 Million At The Box Office	Taylor Swift: The Eras Tour has now brought in at least a quarter of a billion dollars at the global box office, and it's about to make much more via rentals.	https://www.forbes.com/sites/hughmcintyre/2023/11/28/taylor-swifts-concert-film-hits-250-million-at-the-box-office/	2023-11-28T13:00:15Z	"US singer Taylor Swift arrives for the ""Taylor Swift: The Eras Tour"" concert movie world premiere at ... [+] AMC The Grove in Los Angeles, California on October 11, 2023. (Photo by VALERIE MACON / AF… [+2181 chars]"
ComingSoon.net	Over the Garden Wall (2014): How Many Episodes & When Do New Episodes Come Out?	Viewers of Over the Garden Wall (2014) are wondering how many episodes are in the series and when each new episode comes out. Created by Patrick McHale, the 2014 animated series centers on two half-brothers, Greg and Wirt, who get lost in an unknown forest an…	https://www.comingsoon.net/guides/news/1415940-over-the-garden-wall-2014-how-many-episodes-when-do-new-episodes-come-out	2023-11-28T10:00:58Z	Viewers of Over the Garden Wall (2014) are wondering how many episodes are in the series and when each new episode comes out. Created by Patrick McHale, the 2014 animated series centers on two half-b… [+2353 chars]
Screen Rant	The Exorcist: Believer Streaming Release Date Announced (And It's Very Soon)	The official Peacock streaming premiere date has been announced for the legacy horror sequel The Exorcist: Believer, which features Ellen Burstyn.	https://screenrant.com/exorcist-believer-movie-streaming-release-date-confirmed/	2023-11-17T19:57:18Z	"Summary
<ul><li> The Exorcist: Believer will debut on streaming surprisingly soon. </li><li> The movie will begin streaming on Peacock on December 1. </li><li> December 1 will mark exactly eight wee… [+2781 chars]"
TechRadar	Prime Video’s new game-inspired series looks equal parts haunting and thrilling	We just got our first look at the series version of the popular dystopian game.	https://www.techradar.com/streaming/entertainment/prime-videos-new-game-inspired-series-looks-equal-parts-haunting-and-thrilling	2023-11-28T23:57:00Z	"Prime Video finally teased a first look at its upcoming show based on the popular video game series Fallout, and it looks like it will closely follow the plot of the game series.
Amazon Studios reve… [+2133 chars]"
Vulture	It’s Finally Trophy Time for the MFL	‘Past Lives’ won the day at the Gotham Awards, but ‘Killers of the Flower Moon’ and ‘May December’ didn’t go without recognition. Plus, box office breakdowns for ‘Wish’ and ‘The Hunger Games: The Ballad of Songbirds & Snakes.’	http://www.vulture.com/2023/11/gotham-awards-wish-box-office-movies-fantasy-league.html	2023-11-29T15:00:14Z	This is the latest edition of the Movies Fantasy League newsletter. The drafting window for this season has closed, but you can still sign up to get the newsletter, which provides a weekly recap of b… [+6186 chars]
GameSpot	Disney CEO Explains Why He Believes The Marvels Fell Short At The Box Office	The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings, saying the poor results were due, in part, to a lack of exe…	https://www.gamespot.com/articles/disney-ceo-explains-why-he-believes-the-marvels-fell-short-at-the-box-office/1100-6519574/	2023-11-30T13:42:00Z	The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings,… [+1825 chars]
IndieWire	John Woo Prefers ‘Real Cinema’ Over Superheros, but ‘There Aren’t Many Movies Like That Lately’	"""I like old-fashioned movies, you know?"" the ""Face/Off"" director said."	https://www.indiewire.com/news/general-news/john-woo-prefers-real-cinema-like-scorsese-over-superhero-movies-1234928039/	2023-11-20T18:00:00Z	"John Woo may be one of the masters of action movies, but even he cannot get behind the special effects of the MCU. 
The “Face/Off” director told The New Yorker that he refuses to watch superhero mov… [+2246 chars]"
Cracked.com	Five Things About ‘Five Night at Freddy’s’ That Don’t Suck... Thank God This List Doesn’t Go to Six	By Ian Garner Published: November 11th, 2023	https://trivia.cracked.com/article_40173_five-things-about-five-night-at-freddys-that-dont-suck-thank-god-this-list-doesnt-go-to-six.html	2023-11-11T17:30:00Z	For the better part of a decade, Five Nights at Freddys has been haunting kids and adults alike from behind their computer screens. The point-and-click game harkens back to the kind of thing youd pla… [+6723 chars]
Screen Rant	Martin Scorsese Plays The Movie Bracket Challenge In New TikTok (& An Absolute Classic Wins)	Octogenarian auteur and certified cinephile Martin Scorsese participates in the TikTok movie bracket challenge, and a classic film wins his bracket.	https://screenrant.com/martin-scorsese-movie-bracket-tiktok-2001-space-odyssey/	2023-11-14T15:55:45Z	"Summary
<ul><li> Martin Scorsese, known for his cinematic expertise, participates in a TikTok movie bracket challenge and chooses 2001: A Space Odyssey as his preferred film. </li><li> Despite Weste… [+3038 chars]"
Fast Company	Did superhero fatigue sink ‘The Marvels’ box office?	Since 2008’s “Iron Man,” the Marvel machine has been one of the most unstoppable forces in box-office history. Now, though, that aura of invincibility is showing signs of wear and tear. The superhero factory hit a new low with the weekend launch of “The Marve…	https://www.fastcompany.com/90981710/marvels-box-office-mcu-disney-low-superhero-fatigue	2023-11-13T10:26:00Z	Since 2008’s “Iron Man,” the Marvel machine has been one of the most unstoppable forces in box-office history. Now, though, that aura of invincibility is showing signs of wear and tear. The superhero… [+5655 chars]
ComingSoon.net	Five Nights at Freddy’s Becomes Blumhouse’s Biggest Movie Ever	As its theatrical run begins to wind down, the Five Nights at Freddy’s movie has gone and set another record by becoming Blumhouse’s biggest performer of all time at the box office. Five Nights at Freddy’s Has Another Celebratory Pizza Party The video game ad…	https://www.comingsoon.net/movies/news/1415878-fnaf-blumhouse-big-money	2023-11-27T17:22:51Z	"As its theatrical run begins to wind down, the Five Nights at Freddys movie has gone and set another record by becoming Blumhouses biggest performer of all time at the box office.
The video game ada… [+1338 chars]"
Vanity Fair	Robert De Niro Claims His ‘Killers of the Flower Moon’ Tribute Speech Was Censored	While presenting at the Gothams, De Niro accused Apple and the awards organization for slashing some of his planned remarks from the teleprompter: “How dare they do that, actually?”	https://www.vanityfair.com/hollywood/2023/11/robert-de-niro-claims-his-killers-of-the-flower-moon-tribute-speech-was-censored	2023-11-28T14:20:29Z	"Shortly after bdginning his speech at Mondays Gotham Awards in New York City, Robert De Niro appeared flustered by the teleprompteror rather, what was missing from it.
The Oscar-winning actor was pr… [+2314 chars]"
Variety	‘The Marvels’ Debuts Atop U.K., Ireland Box Office as ‘Tiger 3’ Roars	Disney’s “The Marvels” debuted atop the U.K. and Ireland box office with £3.4 million ($4.2 million), according to numbers released by Comscore. However, in keeping with its global bow, the opening was soft as the latest installment in the MCU scored just abo…	https://variety.com/2023/film/box-office/the-marvels-uk-ireland-box-office-tiger-3-1235790192/	2023-11-14T12:57:43Z	"Disney’s “The Marvels” debuted atop the U.K. and Ireland box office with £3.4 million ($4.2 million), according to numbers released by Comscore. 
However, in keeping with its global bow, the opening… [+1945 chars]"
The New York Review of Books	Child’s Play	Priscilla Beaulieu was fourteen years old when she met Elvis Presley, seventeen when she left her parents’ house for Graceland, twenty-one when she and Presley married, twenty-two when they had their first and only child together. Each of these events could b…	https://www.nybooks.com/online/2023/11/18/childs-play-elvis-priscilla/	2023-11-18T18:15:09Z	Priscilla Beaulieu was fourteen years old when she met Elvis Presley, seventeen when she left her parents’ house for Graceland, twenty-one when she and Presley married, twenty-two when they had their… [+13607 chars]
Business Insider	A man built a fully functional Tesla Cybertruck using wood in just 100 days — and he got a reply from Elon Musk	"The wooden model is fully functional and features working lights and a light-up ""X"" logo on the door."	https://www.businessinsider.com/man-built-wooden-tesla-cybertruck-elon-musk-2023-11	2023-11-18T14:48:42Z	"Tesla Tesla
<ul><li>A man built a wooden replica of the long-awaited Cybertruck in just 100 days. </li><li>The truck is fully functional and features working lights and a light-up ""X"" logo.</li><li>… [+1768 chars]"
New York Magazine	Trump Revives His De Niro Feud — and It’s a Flop	Trump responded Robert De Niro’s Gotham Awards speech, calling the actor a ‘total loser.’ We deserve a better Trump celebrity feud than his uninspired beef with the ‘Killers of the Flower’ moon star.	http://nymag.com/intelligencer/2023/12/trump-de-niro-feud.html	2023-12-04T21:37:37Z	Lately Donald Trump has been so focused on attacking GOP primary rivals like Ron DeSanctimonious and smearing low-level court employees that he hasnt had time for a good celebrity feud. Today on Trut… [+2844 chars]
